Order_ID,Customer_ID,Age,Gender,City,Product_Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Rating,Delivery_Days,Returned,Total_Amount,Expected_Total,Difference,Difference_Percentage
ORD113143,CUST7592,29.0,Female,Hyderabad,Electronics,Smartphone,3,28144.7,15.0,COD,2026-09-06,3.2,3.0,No,71768.98,71768.985,-0.005000000004656613,6.966797711653039e-06
ORD103510,CUST5829,37.0,Female,Ahmedabad,Fashion,Jacket,3,3261.47,5.0,Wallet,2026-05-16,3.0,4.0,No,9295.19,9295.189499999999,0.0005000000019208528,5.379126503239691e-06
ORD103693,CUST8571,44.0,Female,Vijayawada,Electronics,Smartwatch,1,6984.71,25.0,Wallet,2026-08-24,4.0,4.0,No,5238.53,5238.5325,-0.002500000000509317,4.772328892699085e-05
ORD109533,CUST7783,34.0,Male,Kolkata,Books,Data Science Book,1,1146.57,30.0,Credit Card,2025-03-06,3.2,3.0,No,802.6,802.5989999999999,0.00100000000009004,0.00012459522128610177
ORD103211,CUST4151,28.0,Female,Ahmedabad,Fashion,T-Shirt,2,1029.04,15.0,Credit Card,2026-05-28,3.9,6.0,No,1749.38,1749.368,0.012000000000170985,0.0006859620160064084
ORD114876,CUST8439,40.0,Female,Mumbai,Beauty,Face Wash,1,474.01,20.0,Wallet,2026-11-09,5.0,3.0,No,379.21,379.208,0.0019999999999527063,0.0005274150334256414
ORD113998,CUST2501,24.0,Female,Hyderabad,Fashion,Shoes,1,2773.2,10.0,UPI,2025-02-17,3.6,1.0,No,2495.88,2495.88,0.0,0.0
ORD111987,CUST6816,23.0,Male,Guntur,Electronics,Smartphone,2,24158.97,0.0,Wallet,2025-01-21,4.0,6.0,No,48317.93,48317.94,-0.010000000002037268,2.0696246574330916e-05
ORD104296,CUST3547,19.0,Female,Chennai,Fashion,Jeans,1,2047.02,10.0,Net Banking,2025-09-01,4.1,2.0,No,1842.32,1842.318,0.0019999999999527063,0.00010855889156772644
ORD105614,CUST2926,32.0,Male,Mumbai,Beauty,Face Wash,1,505.61,25.0,Net Banking,2026-11-18,3.1,4.0,No,379.21,379.2075,0.0024999999999977263,0.0006592696610688677
ORD108679,CUST5308,46.0,Other,Ahmedabad,Beauty,Moisturizer,1,801.78,10.0,UPI,2025-08-27,4.2,2.0,No,721.6,721.602,-0.0019999999999527063,0.00027716109433631095
ORD101624,CUST6603,25.0,Female,Bengaluru,Electronics,Smartwatch,1,7907.48,15.0,Debit Card,2025-05-08,3.4,4.0,No,6721.36,6721.357999999999,0.0020000000004074536,2.9755891598207596e-05
ORD114114,CUST4301,37.0,Female,Pune,Electronics,Tablet,1,21459.07,25.0,Debit Card,2026-09-07,5.0,1.0,Yes,16094.31,16094.3025,0.007499999999708962,4.660034195150092e-05
ORD109125,CUST4407,18.0,Male,Bengaluru,Sports,Running Shoes,3,3703.29,30.0,Credit Card,2026-06-12,4.0,5.0,No,7776.91,7776.908999999999,0.0010000000011132215,1.2858579174749526e-05
ORD110781,CUST3216,34.0,Female,Hyderabad,Fashion,Shoes,2,2139.19,10.0,Net Banking,2025-12-18,4.4,6.0,Yes,3850.55,3850.5420000000004,0.007999999999810825,0.0002077629590798081
ORD107727,CUST8913,30.0,Female,Chennai,Electronics,Tablet,1,21539.83,5.0,UPI,2025-06-13,2.9,2.0,No,20462.84,20462.8385,0.0014999999984866008,7.330361320530388e-06
ORD110566,CUST6596,41.0,Male,Warangal,Fashion,Jacket,1,2595.14,15.0,Wallet,2025-01-18,4.3,5.0,No,2205.87,2205.8689999999997,0.0010000000002037268,4.5333607762007944e-05
ORD111805,CUST4226,45.0,Male,Hyderabad,Beauty,Makeup Kit,2,2682.16,5.0,Net Banking,2026-08-29,3.5,3.0,No,5096.11,5096.103999999999,0.006000000000312866,0.00011773700066389671
ORD112168,CUST7563,47.0,Female,Bengaluru,Books,Biography,1,648.11,25.0,Debit Card,2026-05-03,3.3,5.0,No,486.08,486.0825,-0.0024999999999977263,0.0005143159854546762
ORD109698,CUST1606,29.0,Female,Delhi,Fashion,Jacket,3,3157.74,5.0,COD,2026-10-15,4.1,5.0,No,8999.55,8999.559,-0.009000000000014552,0.00010000490024027348
ORD108744,CUST6999,34.0,Male,Chennai,Beauty,Makeup Kit,3,2388.35,15.0,Credit Card,2026-01-18,4.5,1.0,No,6090.3,6090.2925,0.007500000000618456,0.00012314679468380962
ORD104396,CUST6806,36.0,Male,Vijayawada,Fashion,Jeans,3,1869.28,15.0,Credit Card,2026-04-01,5.0,5.0,No,4766.66,4766.664,-0.0039999999999054126,8.391613086018676e-05
ORD105567,CUST7432,51.0,Male,Ahmedabad,Beauty,Face Wash,1,473.37,10.0,Debit Card,2025-12-05,3.2,3.0,No,426.04,426.033,0.007000000000005002,0.0016430652085648299
ORD102335,CUST5535,26.0,Female,Bengaluru,Fashion,Jacket,4,2634.74,15.0,Credit Card,2026-05-31,4.9,2.0,Yes,8958.1,8958.115999999998,-0.01599999999780266,0.00017860898427529475
ORD103450,CUST5313,18.0,Female,Ahmedabad,Sports,Dumbbells,4,2306.12,10.0,COD,2026-09-29,3.4,2.0,Yes,8302.05,8302.032,0.018000000000029104,0.00021681438953775542
ORD108085,CUST2803,40.0,Male,Guntur,Electronics,Headphones,1,3449.02,15.0,Wallet,2026-12-10,4.3,7.0,No,2931.67,2931.667,0.003000000000156433,0.00010233085818261192
ORD101218,CUST1704,26.0,Male,Ahmedabad,Home & Kitchen,Cookware Set,1,3133.87,10.0,Wallet,2025-07-23,3.7,4.0,No,2820.48,2820.483,-0.003000000000156433,0.00010636476093479143
ORD103572,CUST6251,30.0,Female,Delhi,Electronics,Headphones,1,3149.7,20.0,Credit Card,2026-10-29,2.4,3.0,No,2519.76,2519.76,0.0,0.0
ORD109384,CUST8870,28.0,Male,Visakhapatnam,Books,Biography,1,595.25,0.0,Wallet,2026-11-27,3.5,5.0,No,595.25,595.25,0.0,0.0
ORD107845,CUST3955,32.0,Male,Warangal,Electronics,Headphones,2,3281.79,15.0,Wallet,2026-09-25,2.1,5.0,No,5579.04,5579.043,-0.0029999999997016857,5.3772663155700465e-05
ORD104707,CUST4645,37.0,Female,Bengaluru,Electronics,Laptop,1,53832.4,10.0,COD,2025-07-28,3.9,3.0,No,48449.16,48449.16,0.0,0.0
ORD114206,CUST3079,35.0,Female,Bengaluru,Electronics,Tablet,1,21425.42,0.0,Credit Card,2026-04-12,4.7,4.0,No,21425.42,21425.42,0.0,0.0
ORD105964,CUST1800,21.0,Female,Visakhapatnam,Fashion,Shoes,3,2594.16,15.0,Debit Card,2025-01-01,3.5,3.0,No,6615.1,6615.107999999999,-0.00799999999890133,0.00012093528932409465
ORD103022,CUST7435,33.0,Other,Warangal,Beauty,Perfume,1,1937.06,20.0,COD,2026-05-26,4.7,3.0,No,1549.65,1549.6480000000001,0.0019999999999527063,0.00012906156752712268
ORD100178,CUST6141,37.0,Male,Vijayawada,Books,Programming Book,2,783.71,5.0,Debit Card,2026-06-25,3.9,7.0,Yes,1489.05,1489.049,0.0009999999999763531,6.715695722413118e-05
ORD109843,CUST1838,33.0,Male,Guntur,Electronics,Smartphone,3,22911.68,25.0,Net Banking,2025-06-21,4.7,1.0,No,51551.27,51551.280000000006,-0.010000000009313226,1.93981604517157e-05
ORD104004,CUST7266,46.0,Female,Warangal,Electronics,Smartphone,4,21493.79,10.0,Wallet,2025-04-13,4.1,4.0,No,77377.63,77377.644,-0.013999999995576218,1.8093081246537074e-05
ORD107572,CUST5339,35.0,Female,Vijayawada,Books,Programming Book,4,685.55,10.0,Net Banking,2025-10-18,3.8,6.0,No,2467.99,2467.98,0.009999999999763531,0.0004051896692746104
ORD100458,CUST1546,31.0,Male,Vijayawada,Fashion,T-Shirt,4,818.73,25.0,Debit Card,2026-11-24,2.8,1.0,No,2456.2,2456.19,0.009999999999763531,0.0004071346271975511
ORD114015,CUST2531,30.0,Female,Ahmedabad,Sports,Dumbbells,2,2536.24,20.0,Credit Card,2026-10-30,3.0,4.0,No,4057.99,4057.984,0.005999999999858119,0.0001478566697123034
ORD113256,CUST1799,28.0,Female,Warangal,Electronics,Tablet,1,24454.68,0.0,Credit Card,2026-03-12,3.2,5.0,No,24454.68,24454.68,0.0,0.0
ORD102860,CUST4316,28.0,Female,Kolkata,Fashion,T-Shirt,1,789.05,20.0,Credit Card,2026-02-07,3.3,4.0,No,631.24,631.24,0.0,0.0
ORD100064,CUST7962,36.0,Female,Delhi,Beauty,Moisturizer,4,622.18,10.0,COD,2026-01-06,5.0,7.0,No,2239.86,2239.848,0.012000000000170985,0.0005357506402296489
ORD110435,CUST3910,31.0,Female,Hyderabad,Fashion,Jacket,1,3222.21,15.0,Wallet,2025-09-18,4.1,4.0,No,2738.88,2738.8785,0.0015000000003055902,5.476694202775298e-05
ORD110950,CUST6665,38.0,Female,Chennai,Electronics,Tablet,2,21706.38,15.0,UPI,2025-03-04,4.5,4.0,No,36900.84,36900.846,-0.006000000001222361,1.6259789819513517e-05
ORD113149,CUST6539,29.0,Other,Guntur,Home & Kitchen,Lamp,1,1358.82,20.0,Wallet,2026-02-28,3.3,3.0,No,1087.06,1087.056,0.0039999999999054126,0.0003679663237133517
ORD109836,CUST2490,24.0,Male,Chennai,Electronics,Tablet,3,24080.39,20.0,Wallet,2026-10-27,2.6,5.0,No,57792.93,57792.936,-0.006000000001222361,1.0381891657524304e-05
ORD109791,CUST6608,35.0,Female,Hyderabad,Electronics,Headphones,5,2620.72,10.0,Debit Card,2025-05-24,3.1,2.0,No,11793.26,11793.24,0.020000000000436557,0.00016958867962016
ORD102358,CUST7917,24.0,Male,Hyderabad,Home & Kitchen,Cookware Set,2,2699.07,10.0,Debit Card,2025-09-30,3.9,4.0,No,4858.33,4858.326,0.0039999999999054126,8.23328858521518e-05
ORD107945,CUST2933,21.0,Male,Warangal,Home & Kitchen,Bedsheet,1,1685.17,20.0,Debit Card,2026-01-01,4.8,4.0,No,1348.14,1348.1360000000002,0.0039999999999054126,0.00029670597031051854
ORD109151,CUST4103,41.0,Male,Warangal,Fashion,T-Shirt,2,822.15,15.0,UPI,2025-07-13,4.2,3.0,No,1397.66,1397.655,0.005000000000109139,0.0003577420751264897
ORD105157,CUST8169,30.0,Male,Chennai,Fashion,Shoes,2,2440.64,15.0,COD,2026-06-05,4.2,5.0,No,4149.09,4149.088,0.0020000000004074536,4.820336421901521e-05
ORD110311,CUST1185,27.0,Male,Guntur,Electronics,Smartphone,3,23142.98,10.0,UPI,2025-04-25,4.9,4.0,No,62486.04,62486.046,-0.006000000001222361,9.602143814992488e-06
ORD101890,CUST1831,29.0,Female,Ahmedabad,Fashion,Jeans,1,1592.53,15.0,Credit Card,2026-12-07,2.9,6.0,Yes,1353.65,1353.6505,-0.0004999999998744897,3.693715622123212e-05
ORD113205,CUST5897,28.0,Female,Visakhapatnam,Fashion,T-Shirt,3,1014.93,20.0,Debit Card,2025-05-17,1.7,5.0,No,2435.84,2435.832,0.008000000000265572,0.0003284298753060791
ORD113626,CUST3385,25.0,Female,Pune,Home & Kitchen,Air Fryer,1,6261.0,15.0,COD,2025-02-20,5.0,3.0,No,5321.85,5321.849999999999,9.094947017729282e-13,1.708982218162722e-14
ORD102817,CUST3400,35.0,Female,Ahmedabad,Fashion,Shoes,1,2235.27,15.0,Wallet,2026-06-04,3.6,2.0,Yes,1899.98,1899.9795,0.0005000000001018634,2.6316073415627032e-05
ORD107041,CUST1951,37.0,Female,Ahmedabad,Beauty,Hair Dryer,3,2386.04,0.0,Net Banking,2026-03-24,4.1,2.0,No,7158.11,7158.12,-0.010000000000218279,0.00013970148586805304
ORD112030,CUST7798,31.0,Male,Visakhapatnam,Home & Kitchen,Lamp,1,1166.69,15.0,Credit Card,2026-07-01,4.7,6.0,No,991.69,991.6865,0.003500000000030923,0.0003529341177913507
ORD105354,CUST8762,30.0,Male,Pune,Beauty,Makeup Kit,2,2158.62,15.0,Debit Card,2025-12-16,5.0,3.0,Yes,3669.66,3669.6539999999995,0.006000000000312866,0.00016350315316683445
ORD114725,CUST7839,36.0,Female,Vijayawada,Electronics,Laptop,1,67044.74,25.0,Credit Card,2025-03-21,4.2,3.0,No,50283.55,50283.55500000001,-0.005000000004656613,9.943608809394268e-06
ORD103590,CUST2198,18.0,Male,Delhi,Fashion,Jacket,2,3020.3,15.0,UPI,2025-12-22,3.7,7.0,No,5134.52,5134.51,0.010000000000218279,0.00019476055164403765
ORD114740,CUST6938,28.0,Female,Warangal,Beauty,Makeup Kit,5,2533.76,15.0,COD,2025-05-27,4.1,1.0,No,10768.49,10768.480000000001,0.00999999999839929,9.286361676299058e-05
ORD104418,CUST5553,28.0,Female,Hyderabad,Electronics,Tablet,2,20020.59,15.0,UPI,2026-11-18,3.4,7.0,No,34035.01,34035.003,0.0070000000050640665,2.0567061519177967e-05
ORD110466,CUST8092,40.0,Male,Mumbai,Sports,Running Shoes,4,3058.95,0.0,Wallet,2025-02-17,4.1,4.0,No,12235.8,12235.8,0.0,0.0
ORD100796,CUST2457,28.0,Male,Warangal,Fashion,Jeans,4,1940.06,15.0,Wallet,2026-07-31,3.6,5.0,No,6596.21,6596.204,0.006000000000312866,9.096140750517823e-05
ORD107417,CUST5619,40.0,Other,Kolkata,Electronics,Headphones,3,3066.99,10.0,Wallet,2025-04-16,4.5,2.0,No,8280.88,8280.873,0.006999999999607098,8.453215016831074e-05
ORD111255,CUST5149,49.0,Female,Chennai,Home & Kitchen,Lamp,1,1296.76,5.0,Net Banking,2025-11-01,2.7,3.0,No,1231.92,1231.922,-0.0019999999999527063,0.00016234794085605308
ORD106595,CUST6043,20.0,Female,Kolkata,Books,Data Science Book,1,1292.22,10.0,UPI,2025-11-03,4.9,4.0,No,1163.0,1162.998,0.0019999999999527063,0.00017196934130176545
ORD103483,CUST5766,33.0,Male,Pune,Sports,Running Shoes,4,3899.71,10.0,Debit Card,2026-03-13,4.2,5.0,No,14038.96,14038.956,0.003999999998995918,2.849214712971476e-05
ORD108296,CUST1584,31.0,Male,Hyderabad,Fashion,Handbag,1,2243.8,0.0,Debit Card,2026-08-27,4.8,3.0,No,2243.8,2243.8,0.0,0.0
ORD100634,CUST2462,33.0,Female,Hyderabad,Fashion,Jacket,2,3168.1,25.0,Debit Card,2025-05-12,2.1,3.0,No,4752.14,4752.15,-0.009999999999308784,0.00021043106802834055
ORD100564,CUST1219,27.0,Female,Mumbai,Home & Kitchen,Mixer Grinder,1,3787.15,20.0,Credit Card,2026-07-28,4.4,4.0,Yes,3029.72,3029.7200000000003,-4.547473508864641e-13,1.50095504167535e-14
ORD105283,CUST1468,44.0,Male,Delhi,Books,Novel,2,437.82,5.0,Wallet,2026-03-26,4.3,4.0,No,831.86,831.858,0.002000000000066393,0.00024042564957798003
ORD107364,CUST8392,38.0,Female,Chennai,Sports,Running Shoes,2,3459.43,10.0,Credit Card,2026-01-11,3.1,1.0,Yes,6226.98,6226.974,0.0059999999994033715,9.635498718002309e-05
ORD103064,CUST2633,51.0,Male,Bengaluru,Sports,Cricket Bat,1,2858.24,15.0,Debit Card,2026-07-12,3.2,2.0,No,2429.5,2429.504,-0.0039999999999054126,0.0001646426595677724
ORD114581,CUST2489,40.0,Male,Guntur,Beauty,Perfume,2,1848.3,15.0,Debit Card,2025-09-22,3.5,2.0,No,3142.11,3142.1099999999997,4.547473508864641e-13,1.4472674441266032e-14
ORD109188,CUST1588,44.0,Female,Visakhapatnam,Home & Kitchen,Cookware Set,2,3110.7,10.0,Net Banking,2025-08-13,3.2,4.0,No,5599.26,5599.26,0.0,0.0
ORD113188,CUST4417,27.0,Female,Vijayawada,Electronics,Headphones,1,3163.36,5.0,Wallet,2025-01-25,3.7,2.0,No,3005.2,3005.192,0.007999999999810825,0.00026620595289122376
ORD106741,CUST3939,34.0,Female,Guntur,Home & Kitchen,Mixer Grinder,1,3068.87,10.0,COD,2026-03-09,1.9,4.0,No,2761.98,2761.983,-0.003000000000156433,0.00010861761278604658
ORD111098,CUST7729,45.0,Female,Warangal,Beauty,Hair Dryer,2,2005.18,5.0,UPI,2025-09-25,4.3,7.0,No,3809.84,3809.842,-0.0019999999999527063,5.2495615302490394e-05
ORD108094,CUST2075,25.0,Male,Pune,Books,Data Science Book,1,1053.03,10.0,Debit Card,2025-11-10,3.8,2.0,No,947.73,947.727,0.0030000000000427463,0.00031654685368705823
ORD111074,CUST2816,23.0,Female,Kolkata,Fashion,Shoes,1,2565.43,10.0,Net Banking,2026-09-04,3.6,4.0,No,2308.89,2308.8869999999997,0.003000000000156433,0.00012993273383047474
ORD104922,CUST2952,24.0,Female,Delhi,Electronics,Tablet,2,21804.34,20.0,Credit Card,2026-06-03,3.9,8.0,No,34886.94,34886.944,-0.004000000000814907,1.1465607308037375e-05
ORD106391,CUST4983,34.0,Female,Visakhapatnam,Electronics,Smartphone,1,26006.98,10.0,Net Banking,2026-06-23,4.5,4.0,No,23406.28,23406.282,-0.0020000000004074536,8.544714621516796e-06
ORD109072,CUST4955,29.0,Female,Guntur,Fashion,Handbag,1,1955.58,5.0,Wallet,2026-01-13,3.9,9.0,Yes,1857.8,1857.801,-0.0009999999999763531,5.382707835641994e-05
ORD112866,CUST2769,31.0,Female,Delhi,Sports,Cricket Bat,2,2611.56,5.0,Credit Card,2025-09-06,5.0,5.0,No,4961.97,4961.964,0.006000000000312866,0.00012091986157724776
ORD106663,CUST6880,41.0,Female,Visakhapatnam,Electronics,Tablet,1,23376.35,15.0,Debit Card,2025-07-28,1.9,6.0,No,19869.89,19869.8975,-0.007499999999708962,3.774553945086512e-05
ORD105774,CUST5820,36.0,Male,Visakhapatnam,Home & Kitchen,Lamp,4,1280.5,20.0,Wallet,2026-06-05,2.2,6.0,No,4097.61,4097.6,0.009999999999308784,0.00024404529478984732
ORD114172,CUST7964,26.0,Male,Vijayawada,Fashion,Shoes,1,2689.81,10.0,COD,2025-03-17,3.7,3.0,Yes,2420.83,2420.829,0.0009999999997489795,4.1308163432814934e-05
ORD104025,CUST8493,38.0,Male,Warangal,Sports,Dumbbells,1,2154.31,15.0,COD,2026-10-23,4.1,2.0,No,1831.16,1831.1634999999999,-0.003499999999803549,0.00019113530822362663
ORD111924,CUST6559,21.0,Female,Kolkata,Beauty,Perfume,1,1971.23,15.0,Net Banking,2026-06-02,5.0,5.0,Yes,1675.55,1675.5455,0.004500000000007276,0.0002685692510294275
ORD106209,CUST8198,38.0,Female,Kolkata,Electronics,Headphones,1,2738.35,20.0,Wallet,2025-04-03,4.9,2.0,Yes,2190.68,2190.68,0.0,0.0
ORD111888,CUST7508,18.0,Male,Guntur,Electronics,Smartwatch,2,6403.55,15.0,UPI,2025-12-24,5.0,5.0,No,10886.03,10886.035,-0.004999999999199645,4.593040532388188e-05
ORD108935,CUST3620,34.0,Female,Kolkata,Sports,Yoga Mat,2,880.15,0.0,COD,2026-12-05,3.9,4.0,No,1760.3,1760.3,0.0,0.0
ORD111168,CUST1081,24.0,Male,Bengaluru,Sports,Cricket Bat,2,3174.43,15.0,UPI,2025-09-04,4.4,1.0,No,5396.53,5396.531,-0.0010000000002037268,1.8530422603033816e-05
ORD103659,CUST8932,44.0,Male,Hyderabad,Sports,Running Shoes,2,3011.6,15.0,Credit Card,2025-11-30,3.4,3.0,Yes,5119.71,5119.719999999999,-0.009999999999308784,0.0001953231817230002
ORD103998,CUST1132,45.0,Female,Visakhapatnam,Fashion,Jeans,1,2065.03,0.0,Wallet,2025-05-04,4.5,1.0,No,2065.03,2065.03,0.0,0.0
ORD106127,CUST5608,27.0,Female,Kolkata,Electronics,Tablet,2,21545.1,0.0,Credit Card,2025-10-03,4.9,4.0,No,43090.2,43090.2,0.0,0.0
ORD104150,CUST5860,31.0,Female,Guntur,Fashion,Shoes,2,2323.49,10.0,UPI,2025-02-15,4.1,3.0,Yes,4182.28,4182.282,-0.0020000000004074536,4.782078301767919e-05
ORD107002,CUST2443,40.0,Female,Hyderabad,Books,Novel,1,523.72,25.0,Wallet,2026-02-20,3.3,5.0,No,392.79,392.79,0.0,0.0
ORD100408,CUST4419,43.0,Male,Pune,Sports,Running Shoes,1,3391.2,10.0,UPI,2025-12-18,5.0,5.0,No,3052.08,3052.08,0.0,0.0
ORD112520,CUST2414,36.0,Male,Vijayawada,Electronics,Laptop,1,66664.61,0.0,COD,2025-11-18,3.4,8.0,No,66664.61,66664.61,0.0,0.0
ORD105121,CUST1514,43.0,Female,Guntur,Home & Kitchen,Air Fryer,1,6269.61,5.0,Credit Card,2025-09-20,4.8,4.0,No,5956.13,5956.129499999999,0.0005000000010113581,8.394713395861493e-06
ORD113952,CUST8911,54.0,Female,Pune,Beauty,Hair Dryer,4,2329.86,10.0,Debit Card,2025-02-18,2.8,6.0,No,8387.51,8387.496000000001,0.013999999999214197,0.00016691513175343624
ORD110291,CUST2504,47.0,Female,Visakhapatnam,Fashion,Handbag,1,1946.04,20.0,Debit Card,2026-08-22,3.2,5.0,No,1556.83,1556.832,-0.00200000000018008,0.00012846601304315945
ORD105961,CUST6514,38.0,Male,Guntur,Electronics,Smartwatch,2,6983.12,10.0,COD,2026-02-23,4.6,5.0,No,12569.62,12569.616,0.004000000000814907,3.182277008951512e-05
ORD101958,CUST6824,31.0,Male,Guntur,Electronics,Smartphone,1,26077.17,5.0,Debit Card,2025-06-05,4.1,6.0,No,24773.31,24773.311499999996,-0.001499999994848622,6.054903055042206e-06
ORD110149,CUST5472,27.0,Female,Chennai,Fashion,Jacket,2,2928.57,0.0,COD,2025-09-13,2.9,1.0,No,5857.13,5857.14,-0.010000000000218279,0.00017073179060460015
ORD112173,CUST3022,31.0,Male,Delhi,Fashion,Handbag,1,2146.19,10.0,Credit Card,2026-04-05,5.0,4.0,No,1931.58,1931.5710000000001,0.008999999999787178,0.0004659419715758405
ORD109141,CUST5736,31.0,Male,Vijayawada,Fashion,Jacket,2,2663.21,0.0,COD,2026-10-29,2.7,3.0,No,5326.41,5326.42,-0.010000000000218279,0.00018774336233752273
ORD103820,CUST7141,32.0,Male,Pune,Sports,Running Shoes,1,3169.7,10.0,Credit Card,2025-11-01,3.2,5.0,No,2852.73,2852.73,0.0,0.0
ORD107557,CUST4580,28.0,Female,Guntur,Fashion,Jeans,2,2034.93,25.0,UPI,2025-09-12,3.6,6.0,No,3052.39,3052.395,-0.005000000000109139,0.0001638057984012272
ORD111483,CUST7668,21.0,Female,Visakhapatnam,Electronics,Smartwatch,3,7772.91,25.0,Credit Card,2025-11-19,3.8,5.0,No,17489.05,17489.0475,0.0024999999986903276,1.4294660693730332e-05
ORD109573,CUST1055,37.0,Male,Bengaluru,Fashion,Handbag,3,2519.26,25.0,Net Banking,2025-01-06,4.1,4.0,Yes,5668.32,5668.335000000001,-0.015000000001236913,0.00026462797278631046
ORD102520,CUST2537,29.0,Male,Pune,Electronics,Tablet,1,23905.84,5.0,UPI,2025-11-25,3.9,5.0,No,22710.55,22710.548,0.0020000000004074536,8.806480585177661e-06
ORD107898,CUST8101,39.0,Male,Vijayawada,Electronics,Headphones,1,2594.02,10.0,Wallet,2025-02-24,3.0,3.0,Yes,2334.62,2334.618,0.0019999999999527063,8.566711984370488e-05
ORD106960,CUST2546,41.0,Female,Vijayawada,Books,Programming Book,1,718.59,15.0,Net Banking,2026-06-30,3.8,6.0,No,610.8,610.8015,-0.0015000000000782165,0.0002455789647010062
ORD102313,CUST6907,32.0,Female,Kolkata,Fashion,Jacket,3,3396.58,10.0,COD,2026-10-18,3.7,4.0,No,9170.77,9170.766,0.004000000000814907,4.361685818627264e-05
ORD100684,CUST8473,34.0,Male,Pune,Fashion,Handbag,1,2436.25,10.0,Credit Card,2026-09-08,3.7,3.0,No,2192.63,2192.625,0.005000000000109139,0.00022803717006369715
ORD111229,CUST1129,26.0,Female,Pune,Beauty,Moisturizer,3,776.37,20.0,UPI,2026-12-03,3.1,1.0,No,1863.3,1863.2880000000002,0.011999999999716238,0.0006440228241536593
ORD101079,CUST4556,18.0,Male,Pune,Home & Kitchen,Lamp,2,1128.27,15.0,Wallet,2025-06-25,3.9,6.0,Yes,1918.06,1918.059,0.0009999999999763531,5.21360396096446e-05
ORD109530,CUST2528,42.0,Male,Bengaluru,Fashion,Shoes,1,2371.89,10.0,COD,2025-12-13,3.1,3.0,No,2134.7,2134.701,-0.0010000000002037268,4.684496799335021e-05
ORD105490,CUST3958,51.0,Female,Vijayawada,Beauty,Moisturizer,2,749.12,25.0,Credit Card,2025-10-03,4.6,4.0,No,1123.68,1123.68,0.0,0.0
ORD106850,CUST5649,24.0,Female,Pune,Books,Exam Guide,3,633.96,25.0,Wallet,2026-02-12,3.2,6.0,No,1426.42,1426.41,0.009999999999990905,0.000701060704845795
ORD114595,CUST1586,45.0,Male,Bengaluru,Electronics,Smartwatch,3,6285.61,10.0,Net Banking,2025-01-09,3.1,2.0,No,16971.16,16971.146999999997,0.013000000002648449,7.66005974884812e-05
ORD113795,CUST7697,33.0,Male,Ahmedabad,Electronics,Headphones,2,2750.24,0.0,Credit Card,2025-09-21,4.4,8.0,No,5500.49,5500.48,0.010000000000218279,0.00018180231543825774
ORD113566,CUST7900,33.0,Female,Warangal,Beauty,Moisturizer,1,717.53,15.0,Net Banking,2025-06-09,5.0,5.0,No,609.9,609.9005,-0.0004999999999881766,8.1980585355837e-05
ORD108440,CUST8621,30.0,Female,Kolkata,Electronics,Laptop,2,53152.06,20.0,Net Banking,2025-11-02,3.6,8.0,Yes,85043.3,85043.296,0.004000000000814907,4.7034865638496744e-06
ORD110759,CUST3993,43.0,Female,Vijayawada,Books,Biography,2,616.44,5.0,COD,2025-05-11,2.1,3.0,No,1171.23,1171.236,-0.0060000000000854925,0.0005122793356834568
ORD100748,CUST6515,40.0,Other,Visakhapatnam,Fashion,Jeans,3,1997.83,15.0,UPI,2026-06-12,4.7,7.0,No,5094.47,5094.4664999999995,0.003500000000713044,6.870199265640562e-05
ORD102405,CUST8352,29.0,Female,Pune,Sports,Running Shoes,1,3134.54,5.0,Wallet,2025-09-19,5.0,2.0,No,2977.82,2977.8129999999996,0.007000000000516593,0.00023507184636901624
ORD102586,CUST8232,25.0,Male,Warangal,Fashion,Jeans,1,1955.37,5.0,Wallet,2025-01-05,2.6,4.0,No,1857.6,1857.6014999999998,-0.0014999999998508429,8.074928879260934e-05
ORD102716,CUST6349,32.0,Female,Visakhapatnam,Electronics,Laptop,1,51227.33,15.0,UPI,2026-12-11,5.0,3.0,Yes,43543.23,43543.2305,-0.0004999999946448952,1.1482841050226974e-06
ORD107796,CUST1586,26.0,Female,Delhi,Beauty,Makeup Kit,2,2274.59,0.0,Net Banking,2025-09-21,4.3,5.0,No,4549.18,4549.18,0.0,0.0
ORD112994,CUST2475,31.0,Female,Visakhapatnam,Electronics,Smartwatch,1,7876.67,15.0,Credit Card,2025-06-03,3.8,4.0,No,6695.17,6695.1695,0.0005000000001018634,7.468070824821737e-06
ORD100591,CUST8760,30.0,Male,Vijayawada,Books,Exam Guide,1,749.25,20.0,Credit Card,2025-07-04,2.9,4.0,Yes,599.4,599.4,0.0,0.0
ORD113663,CUST8166,37.0,Female,Delhi,Books,Programming Book,4,892.21,5.0,UPI,2026-01-29,4.5,3.0,No,3390.39,3390.398,-0.008000000000265572,0.00023596049786088746
ORD108255,CUST5354,46.0,Female,Guntur,Beauty,Makeup Kit,2,2140.25,20.0,Debit Card,2026-11-10,3.8,4.0,No,3424.4,3424.4,0.0,0.0
ORD104203,CUST7886,28.0,Male,Guntur,Electronics,Laptop,3,64896.51,0.0,Credit Card,2026-06-27,3.9,2.0,No,194689.54,194689.53,0.010000000009313226,5.13638304500156e-06
